Index,Review,Cleaned_Review,Cleaned_Name,Severity,Urgency,Customer_Satisfaction,Review_Days,Response_Days,Predicted_Category,Probabilities,Mapped_Category,Hygiene,Food Quality,Atmosphere,Value for Money,Service Issue,Positive Review,Food Options,Review_Date
198,"I visited this place long ago and it was good then.
This time when I visited:
1. The seating was uncomfortable and old. …",visited place long ago good time visited seating uncomfortable old,karthik,Medium,Non-Urgent,High Satisfaction,365,365,"['Ambiance, noise levels, or atmosphere concerns']",[0.8863889575004578],['Atmosphere'],0,0,1,0,0,0,0,07-11-2023
199,"Service is worst. Atmosphere is little hottie due to grill, but other barbecues are managing better.  Service is very bad even after multiple callouts regular and minimum requested service was not provided . …",service worst atmosphere little hottie due grill barbecues managing better service bad even multiple callouts regular minimum requested service provided,kishore b,High,Urgent,High Satisfaction,365,365,['Poor customer service or staff behavior'],[0.9851647019386292],['Service Issue'],0,0,0,0,1,0,0,07-11-2023
200,"Food quality and quantity has reduced over the years. It was my fourth time visiting an Ab's outlet and would prefer to try other buffet places in the future.
It's not worth the amount you spend and i have gone for a non-veg option. …",food quality quantity reduced years fourth time visiting abs outlet would prefer try buffet places future worth amount spend gone nonveg option,sayantan roy,Medium,Non-Urgent,High Satisfaction,365,365,"['Concerns about pricing and value', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9922492504119873, 0.9759747385978699, 0.9702010750770569]","['Value for Money', 'Food Quality', 'Food Options']",0,1,0,1,0,0,1,07-11-2023
201,I felt regret why I went to this AB's and items also are less in veg or non veg I'm not satisfied...,felt regret went abs items also less veg non veg im satisfied,mr venkatesh,Low,Non-Urgent,No Response,180,-1,"['Limited food options or menu variety', 'Concerns about pricing and value', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9931758046150208, 0.9904541373252869, 0.9841666221618652, 0.9488692283630371]","['Food Options', 'Value for Money', 'Food Quality', 'Service Issue']",0,1,0,1,1,0,1,10-05-2024
202,"We were around 10+ people for the dinner party by a friend. It was supposed to be fun. But we were ""absolutely barbequed"". There is serious lack of ventilation. The barbecues and the guests both were heated up to the barbecue temperature. …",around people dinner party friend supposed fun absolutely barbequed serious lack ventilation barbecues guests heated barbecue temperature,hitesh rathod,Medium,Non-Urgent,High Satisfaction,730,730,"['Ambiance, noise levels, or atmosphere concerns']",[0.7167734503746033],['Atmosphere'],0,0,1,0,0,0,0,07-11-2022
203,Poor service and conjunction area not Highgenic maintenance of food,poor service conjunction area highgenic maintenance food,pradeep kanthi,High,Urgent,No Response,90,-1,['Poor customer service or staff behavior'],[0.9693955779075623],['Service Issue'],0,0,0,0,1,0,0,08-08-2024
204,"Don't expect much from this place. Only Few main course items were good. Snacks served was cold (not hot) and we have to ask for hot snacks every time someone came to serve. After multiple requests, they started serving hot snacks but my …",dont expect much place main course items good snacks served cold hot ask hot snacks every time someone came serve multiple requests started serving hot snacks,bhuvan grover,Low,Non-Urgent,No Response,730,-1,"['Limited food options or menu variety', 'Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Concerns about pricing and value']","[0.9965373277664185, 0.9722852110862732, 0.9340980052947998, 0.7639586925506592]","['Food Options', 'Service Issue', 'Food Quality', 'Value for Money']",0,1,0,1,1,0,1,07-11-2022
205,"The quality of this place has degraded since the day it had opened. The ambience looks very shoddy, don't get surprise to see human hair on your food plate, witnessed this and had escalated too. Not family friendly, to request for a clean …",quality place degraded since day opened ambience looks shoddy dont get surprise see human hair food plate witnessed escalated family friendly request clean,ajit mishra,Low,Non-Urgent,High Satisfaction,730,730,"['Cleanliness or hygiene issues', 'Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9750382900238037, 0.9717837572097778, 0.954605221748352, 0.9061515927314758]","['Hygiene', 'Atmosphere', 'Food Quality', 'Service Issue']",1,1,1,0,1,0,0,07-11-2022
206,"Bad food, restaurant filled with smoke from barbecue, no attentive staff. U hygienic plates and that ice cream desk where they make stoned ice cream is worst. Overall a great disappointment.",bad food restaurant filled smoke barbecue attentive staff u hygienic plates ice cream desk make stoned ice cream worst overall great disappointment,bhargav behara,Medium,Non-Urgent,High Satisfaction,365,365,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Cleanliness or hygiene issues', 'Ambiance, noise levels, or atmosphere concerns']","[0.9953770637512207, 0.9879832863807678, 0.9668509364128113, 0.8498950004577637]","['Service Issue', 'Food Quality', 'Hygiene', 'Atmosphere']",1,1,1,0,1,0,0,07-11-2023
207,"Visited the place on a weekday for Dinner, the place was crowded, Service was slow & definitely needs improvement. …",visited place weekday dinner place crowded service slow definitely needs improvement,krishna chaitanya,High,Urgent,High Satisfaction,365,365,['Poor customer service or staff behavior'],[0.9805040955543518],['Service Issue'],0,0,0,0,1,0,0,07-11-2023
208,"No full cutlery, plates- have to ask.
Fried chicken very hard to eat.
BBQ set - they just dumped hot coal at the table which spread all over food. …",full cutlery plates ask fried chicken hard eat bbq set dumped hot coal table spread food,sri,Medium,Non-Urgent,High Satisfaction,365,365,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Cleanliness or hygiene issues']","[0.9783167243003845, 0.9215566515922546, 0.9073379039764404]","['Service Issue', 'Food Quality', 'Hygiene']",1,1,0,0,1,0,0,07-11-2023
209,Congested sitting arrangement. Food was average and we got spicy food even after asking chef to customise. Good for quantity lovers. Not recommended for quality. Only 1 lift working and the one which was working getting used by workers to …,congested sitting arrangement food average got spicy food even asking chef customise good quantity lovers recommended quality lift working one working getting used workers,mohammed sattar,Low,Non-Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9670346975326538, 0.8246446847915649]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,07-11-2022
210,"Menu hasn't changed since 5-6 yrs. Taste was OK. I'm a vegetarian, I liked mushrooms, pineapple & American Potato. …",menu hasnt changed since yrs taste ok im vegetarian liked mushrooms pineapple american potato,gowtham,Low,Non-Urgent,High Satisfaction,730,730,"['Limited food options or menu variety', 'Positive review']","[0.9520166516304016, 0.9041392207145691]","['Food Options', 'Positive Review']",0,0,0,0,0,1,1,07-11-2022
211,"i have been here for dinner buffet
we ordered corporate buffet plan with dinner +4 drinks for each person
after order was taken, they said drinks that which are included in buffet are …",dinner buffet ordered corporate buffet plan dinner drinks person order taken said drinks included buffet,karthik reddy,Medium,Non-Urgent,No Response,730,-1,"['Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.9852341413497925, 0.9731466770172119]","['Service Issue', 'Value for Money']",0,0,0,1,1,0,0,07-11-2022
212,Old Menu. They should seriously consider changing the menu.,old menu seriously consider changing menu,praveen malathi,High,Urgent,No Response,120,-1,"['Concerns about pricing and value', 'Limited food options or menu variety']","[0.846829354763031, 0.8318235874176025]","['Value for Money', 'Food Options']",0,0,0,1,0,0,1,09-07-2024
213,The place is congested with inappropriate cooling. The roof height is low and the ACs don't work properly. You can't relax and enjoy in such environment.  Food is ok. The staff try their best to serve fast. Pan shot ice-cream is good.,place congested inappropriate cooling roof height low acs dont work properly cant relax enjoy environment food ok staff try best serve fast pan shot icecream good,abhishek tewari,Low,Non-Urgent,High Satisfaction,730,730,"['Ambiance, noise levels, or atmosphere concerns']",[0.8663078546524048],['Atmosphere'],0,0,1,0,0,0,0,07-11-2022
214,Service is the main thing which I like more than the food. I think people working there should learn the serving manner. For food taste I think it is good for the people of southern India but for me as a north Indian guy It is not up to the …,service main thing like food think people working learn serving manner food taste think good people southern india north indian guy,vaibhav,Low,Non-Urgent,High Satisfaction,1825,1825,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9141079783439636, 0.7766199707984924]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,08-11-2019
215,"Very rude staff. They throw the food in your plate and go away.
Very few varieties. The food doesn't taste that good.
The ambience is very dull. …",rude staff throw food plate go away varieties food doesnt taste good ambience dull,tina,Medium,Non-Urgent,No Response,1825,-1,"['Poor customer service or staff behavior', 'Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns', 'Concerns about pricing and value']","[0.998063862323761, 0.9977121353149414, 0.9960322976112366, 0.9564636945724487, 0.7677958011627197]","['Service Issue', 'Food Options', 'Food Quality', 'Atmosphere', 'Value for Money']",0,1,1,1,1,0,1,08-11-2019
216,The place is absolutely packed they may have over-booked .. Lot of noise around that I couldn't hear even my voice .. and the table is not clean.. food is undercooked ... The place is so busy that the waiters couldn't handle it...and a lot …,place absolutely packed may overbooked lot noise around couldnt hear even voice table clean food undercooked place busy waiters couldnt handle itand lot,hemanth achanta,Low,Non-Urgent,High Satisfaction,730,730,"['Ambiance, noise levels, or atmosphere concerns', 'Poor customer service or staff behavior', 'Cleanliness or hygiene issues', 'Quality, taste, or freshness issues with food']","[0.995445728302002, 0.9919480681419373, 0.9691045880317688, 0.9674351811408997]","['Atmosphere', 'Service Issue', 'Hygiene', 'Food Quality']",1,1,1,0,1,0,0,07-11-2022
